name, result, bool var, arith var, conflict, decision, stage, learned added
IsoRightTriangle-Bottema1_19b, sat, 1, 3, 2, 2, 5, 2
IsoRightTriangle-Bottema1_1a, sat, 1, 3, 6, 5, 7, 6
IsoRightTriangle-Bottema1_1b, sat, 1, 3, 6, 5, 7, 6
IsoRightTriangle-Bottema1_23a, sat, 1, 4, 9, 3, 11, 9
IsoRightTriangle-Bottema1_23b, sat, 1, 4, 14, 7, 14, 14
IsoRightTriangle-Bottema1_2a, sat, 1, 4, 8, 3, 10, 8
IsoRightTriangle-Bottema1_2b, sat, 1, 4, 34, 12, 29, 34
IsoRightTriangle-Bottema1_3a, sat, 1, 4, 2, 1, 6, 2
IsoRightTriangle-Bottema1_3b, sat, 1, 4, 2, 1, 6, 2
IsoRightTriangle-Bottema1_4a, sat, 1, 4, 4, 1, 8, 4
IsoRightTriangle-Bottema1_4b, sat, 1, 4, 19, 6, 20, 19
IsoRightTriangle-Bottema1_5a, sat, 1, 4, 7, 3, 10, 7
IsoRightTriangle-Bottema1_5b, sat, 1, 4, 8, 4, 10, 8
IsoRightTriangle-Bottema1_6a, sat, 1, 4, 8, 3, 10, 8
IsoRightTriangle-Bottema1_6b, sat, 1, 4, 23, 8, 21, 23
IsoRightTriangle-Bottema1_7a, sat, 1, 4, 2, 1, 6, 2
IsoRightTriangle-Bottema1_7b, sat, 1, 4, 7, 2, 10, 7
IsoRightTriangle-Bottema1_8a, sat, 1, 4, 5, 2, 9, 5
IsoRightTriangle-Bottema1_8b, sat, 1, 4, 4, 2, 8, 4
IsoRightTriangle-Bottema1_9a, sat, 1, 4, 12, 4, 13, 12
IsoRightTriangle-Bottema1_9b, sat, 1, 4, 13, 6, 15, 13
IsoRightTriangle-Bottema4_2b, sat, 1, 4, 14, 6, 14, 14
IsoRightTriangle-Bottema5_3b, sat, 1, 3, 4, 2, 6, 4
IsoRightTriangle-Bottema6_1b, sat, 1, 4, 14, 6, 13, 14
IsoRightTriangle-Bottema8_1b, sat, 1, 5, 34, 12, 30, 34
IsoTriangle-Area_Perimeter_a, sat, 1, 4, 23, 16, 17, 23
IsoTriangle-Bottema11_20a, sat, 1, 4, 2, 1, 6, 2
IsoTriangle-Bottema11_20b, sat, 1, 2, , , 2, 
IsoTriangle-Bottema1_19a, sat, 1, 4, 5, 2, 9, 5
IsoTriangle-Bottema1_19b, sat, 1, 3, 2, 1, 5, 2
IsoTriangle-Bottema1_1a, sat, 1, 4, 11, 4, 12, 11
IsoTriangle-Bottema1_1b, sat, 1, 3, 3, 1, 6, 3
IsoTriangle-Bottema4_2a, timeout, , , , , , 
IsoTriangle-Bottema4_2b, sat, 1, 4, 23, 16, 17, 23
IsoTriangle-Bottema5_3a, sat, 1, 5, 10, 2, 15, 10
IsoTriangle-Bottema5_3b, sat, 1, 4, 7, 2, 10, 7
IsoTriangle-Bottema6_1a, timeout, , , , , , 
IsoTriangle-Bottema6_1b, sat, 1, 5, 23, 11, 24, 23
IsoTriangle-Bottema8_1a, timeout, , , , , , 
IsoTriangle-Bottema8_1b, sat, 1, 4, 26, 12, 22, 26
IsoTriangle-Median_Perimeter_a1, sat, 1, 4, 9, 5, 11, 9
IsoTriangle-Median_Perimeter_a2, sat, 1, 4, 25, 12, 21, 25
IsoTriangle-Perimeter_CircumRadius_a, sat, 1, 4, 7, 2, 10, 7
IsoTriangle-Perimeter_CircumRadius_b, timeout, , , , , , 
IsoTriangle-Perimeter_CircumRadius_c, timeout, , , , , , 
IsoTriangle-Perimeter_InRadius, sat, 1, 6, 1, 1, 7, 1
KochanskiPiApproximation-RegDodecagon, timeout, , , , , , 
KochanskiPiApproximation, sat, 1, 3, 11, 5, 11, 11
Odom-GoldenRatio-RegTriangle, sat, 1, 5, 4, 3, 7, 4
OposicionsSecundariaCatalunya2018-2_4a, sat, 1, 5, 8, , 13, 8
OposicionsSecundariaCatalunya2018-2_4b, timeout, , , , , , 
PythagoreanGeneralization_Triangle-aa+bb_cc, sat, 1, 5, 1, 1, 6, 1
RegDecagon-Diagonal_Side, sat, 1, 3, 2, , 5, 2
RegHendecagon-Diagonal_Side, timeout, , , , , , 
RegHeptagon-Diagonal_Side, sat, 1, 3, 4, 2, 7, 4
RegHexagon-Diagonal_Side, sat, 1, 3, 3, 2, 5, 3
RegHexagon-ProductDiagonals_CircumRadius, sat, 1, 7, 15, 4, 22, 15
RegNonagon-Diagonal_Side, sat, 1, 3, 2, , 5, 2
RegOctagon-Diagonal_Side, sat, 1, 3, 2, , 5, 2
RegOctagon-ProductDiagonals_CircumRadius, timeout, , , , , , 
RegPentagon-Diagonal_Side, sat, 1, 3, 8, 4, 9, 8
RightTriangle-Bottema11_20, sat, 1, 3, 5, 2, 7, 5
RightTriangle-Bottema11_20a, sat, 1, 4, 24, 6, 23, 21
RightTriangle-Bottema11_20b, sat, 1, 3, 5, 2, 7, 5
RightTriangle-Bottema1_19a, sat, 1, 5, 48, 21, 39, 48
RightTriangle-Bottema1_19b, sat, 1, 4, 12, 6, 15, 12
RightTriangle-Bottema1_1a, sat, 1, 5, 64, 35, 38, 63
RightTriangle-Bottema1_1b, sat, 1, 4, 14, 4, 16, 14
RightTriangle-Bottema4_2a, sat, 1, 5, 24, 7, 27, 23
RightTriangle-Bottema4_2b, sat, 1, 4, 32, 13, 28, 32
RightTriangle-Bottema5_3a, sat, 1, 5, 30, 6, 33, 30
RightTriangle-Bottema5_3b, sat, 1, 4, 12, 3, 14, 12
RightTriangle-Bottema6_1a, timeout, , , , , , 
RightTriangle-Bottema6_1b, sat, 1, 5, 20, 7, 21, 20
RightTriangle-Bottema8_1a, timeout, , , , , , 
RightTriangle-Bottema8_1b, timeout, , , , , , 
Square-Diagonal_Side, sat, 1, 2, 1, , 3, 1
Triangle-2Sides_Medians_a, timeout, , , , , , 
Triangle-Area_Perimeter_a, sat, 1, 7, 139, 94, 76, 137
Triangle-Bottema1_1, sat, 1, 6, 19, 8, 19, 19
Triangle-Bottema1_12, sat, 1, 6, 6, 2, 10, 6
Triangle-Bottema1_14, sat, 1, 6, 1, 1, 7, 1
Triangle-Bottema1_15, sat, 1, 6, 27, 11, 23, 27
Triangle-Bottema1_17, sat, 1, 6, 62, 40, 34, 56
Triangle-Bottema1_19, sat, 1, 6, 8, 2, 15, 8
Triangle-Bottema1_2, sat, 1, 6, 36, 21, 23, 35
Triangle-Bottema1_23, sat, 1, 6, 3, 1, 9, 3
Triangle-Bottema1_3, sat, 1, 6, 1, 1, 7, 1
Triangle-Bottema1_4, sat, 1, 6, 12, 2, 17, 12
Triangle-Bottema1_5, sat, 1, 6, 24, 13, 24, 24
Triangle-Bottema1_6, sat, 1, 6, 21, 5, 24, 21
Triangle-Bottema1_7, sat, 1, 6, 46, 29, 32, 46
Triangle-Bottema1_8, timeout, , , , , , 
Triangle-Bottema1_9, sat, 1, 6, 1, 1, 7, 1
Triangle-Bottema5_3, sat, 1, 7, 14, 3, 20, 14
Triangle-Perimeter_2Medians_a, timeout, , , , , , 
Triangle-SymmHomPoly_3-2-1, sat, 1, 6, 65, 38, 40, 65
Triangle-SymmHomPoly_3-2-2, sat, 1, 6, 19, 8, 19, 19
Triangle-SymmHomPoly_3-2-3, sat, 1, 6, 1, 1, 7, 1
Triangle-SymmHomPoly_3-3-1, sat, 1, 6, 65, 43, 41, 63
TriangleInequality_Triangle-a+b_c, sat, 1, 5, 6, , 11, 6
DDC_ProveIneq_ISSAC05_AmerMathMonthly10347LHSa, sat, 1, 2, , , 2, 
DDC_ProveIneq_ISSAC05_AmerMathMonthly10347LHSb, unsat, 1, 2, 4, , 4, 3
DDC_ProveIneq_ISSAC05_Bessack_2_m1, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_3_m1, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_3_m2, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_4_m2, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_4_m3, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_5_m1, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_5_m2, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_5_m3, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_FibonacciPoly_a, sat, 1, 4, , 1, 4, 
DDC_ProveIneq_ISSAC05_FibonacciPoly_b, unsat, 1, 4, 17, 3, 17, 16
DDC_ProveIneq_ISSAC05_KnoppSchur_a, sat, 1, 5, 4, 3, 8, 4
DDC_ProveIneq_ISSAC05_KnoppSchur_b, unsat, 1, 5, 4, 1, 6, 3
DDC_ProveIneq_ISSAC05_LevinLHS, unsat, 1, 3, 15, 3, 12, 14
DDC_ProveIneq_ISSAC05_LevinRHSa, sat, 5, 3, 5, 6, 5, 5
DDC_ProveIneq_ISSAC05_LevinRHSb, sat, 7, 3, , 4, 3, 
DDC_ProveIneq_ISSAC05_LevinRHSc, sat, 11, 3, , 6, 3, 
DDC_ProveIneq_ISSAC05_LevinRHSm, unsat, 1, 3, 11, 1, 10, 10
DDC_ProveIneq_ISSAC05_Mitrinovic_7_31, unsat, 1, 4, 4, , 4, 3
DDC_ProveIneq_ISSAC05_Mitrinovic_7_32, unsat, 1, 4, 4, , 4, 3
DDC_ProveIneq_ISSAC05_Weierstrass_1_LHS, unsat, 1, 4, 3, , 4, 2
DDC_ProveIneq_ISSAC05_Weierstrass_2_LHS, unsat, 1, 4, 3, , 4, 2
DDC_ProveIneq_ISSAC10_ex1c, sat, 1, 4, 1, , 5, 1
DDC_ProveIneq_ISSAC10_ex1d, sat, 1, 4, 1, , 5, 1
DDC_ProveIneq_ISSAC10_ex1f, timeout, , , , , , 
DDC_ProveIneq_ISSAC10_ex3a, sat, 1, 2, 1, 1, 2, 1
DDC_ProveIneq_ISSAC10_ex3d, sat, 1, 2, 3, 4, 2, 3
DDC_ProveIneq_ISSAC10_ex4b, sat, 1, 3, 1, 1, 4, 1
DDC_ProveIneq_ISSAC10_ex4c, sat, 1, 3, 2, 1, 5, 2
DDC_ProveIneq_ISSAC10_ex4d, sat, 1, 3, 3, 2, 6, 3
DDC_ProveIneq_ISSAC10_ex4e, sat, 1, 3, 3, 3, 6, 3
DDC_ProveIneq_ISSAC10_ex4f, sat, 1, 3, 3, 4, 6, 3
DDC_ProveIneq_ISSAC10_ex4g, sat, 1, 3, 3, 5, 6, 3
DDC_ProveIneq_ISSAC10_ex4h, sat, 1, 3, 3, 6, 6, 3
DDC_ProveIneq_ISSAC10_ex4i, sat, 1, 3, 3, 7, 6, 3
DDC_ProveIneq_ISSAC10_ex4j, sat, 1, 3, 3, 8, 6, 3
DDC_ProveIneq_JSC_SUMCracker_14a, sat, 3, 5, 5, 3, 10, 5
DDC_ProveIneq_JSC_SUMCracker_14c, sat, 7, 5, 369, 115, 319, 369
DDC_ProveIneq_JSC_SUMCracker_15, unsat, 1, 5, 37, 8, 30, 36
DDC_ProveIneq_JSC_SUMCracker_20, unsat, 1, 5, 114, 14, 104, 113
DDC_ProveIneq_Mitrinovic_3_27, unsat, 5, 6, 32, 13, 22, 29
DDC_ProveIneq_Mitrinovic_3_29, unsat, 2, 3, 12, 4, 7, 10
DDC_ProveIneq_Mitrinovic_3_31, unsat, 3, 3, 8, 3, 5, 6
DDC_ProveIneq_Mitrinovic_4_1, unsat, 1, 5, 8, 3, 7, 7
DDC_ProveIneq_Mitrinovic_4_14, unsat, 1, 3, 6, 1, 5, 5
DDC_ProveIneq_Mitrinovic_4_19, unsat, 1, 4, 3, , 4, 2
DDC_ProveIneq_Mitrinovic_4_22a, sat, 1, 4, , 1, 4, 
DDC_ProveIneq_Mitrinovic_4_29_2, unsat, 1, 2, 2, , 2, 1
DDC_ProveIneq_Mitrinovic_4_3, unsat, 3, 3, 7, 1, 8, 5
DDC_ProveIneq_Mitrinovic_4_30_2, unsat, 1, 3, 63, 34, 29, 62
DDC_ProveIneq_Mitrinovic_4_4, unsat, 3, 3, 7, 1, 8, 5
DDC_ProveIneq_Mitrinovic_8_4, unsat, 1, 6, 57, 12, 48, 56
DDC_ProveIneq_Mitrinovic_8_8, unsat, 1, 5, 26, 6, 21, 25
a.10.c.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 385, 1842, 2551, 5777, 1019
a.10.c.t2.c_Iteration5_Loop_4-pieceTemplate, sat, 1, 390, 3380, 3481, 7265, 2495
a.10.c.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 380, 3438, 3513, 6531, 2508
a.10.c.t2.c_Iteration9_Loop_4-pieceTemplate, sat, 1, 380, 2216, 2290, 5679, 1452
afagp-fail.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_5-phaseTemplate, unsat, 1, 260, 3103, 2133, 3477, 2581
afagp-fail.t2.c_Iteration1_Lasso_6-phaseTemplate, unsat, 1, 314, 3624, 2933, 5679, 2950
afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate, unsat, 1, 370, 10757, 8763, 11839, 8739
agafp.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_5-phaseTemplate, unsat, 1, 90, 1720, 1116, 1595, 1373
agafp.t2.c_Iteration1_Lasso_6-phaseTemplate, unsat, 1, 110, 5625, 3552, 4342, 4164
agafp.t2.c_Iteration1_Lasso_7-phaseTemplate, unsat, 1, 131, 4526, 3171, 4649, 3431
bf10.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 655, 901, 2187, 385
bf12.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 654, 959, 2135, 361
bf13.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 654, 959, 2135, 361
bf20.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 655, 901, 2187, 385
bf5.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 654, 959, 2135, 361
bf6.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 654, 959, 2135, 361
bitcount16.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 535, 607, 791, 2139, 341
broydn.c.i.broydn.pl.t2.fixed.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 557, 1179, 1263, 3660, 855
broydn.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 557, 1213, 1463, 3768, 795
brp_withassume.t2.c_Iteration1_Loop_3-pieceTemplate, sat, 1, 3367, 2178, 3274, 11442, 1580
brp_withassume.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 5525, 2697, 4742, 15285, 1975
brp_withassume.t2.c_Iteration8_Loop_2-pieceTemplate, sat, 1, 1949, 628, 1085, 3446, 556
brp_withassume.t2.c_Iteration8_Loop_3-pieceTemplate, sat, 1, 3741, 1171, 2099, 7598, 1015
brp_withassume.t2.c_Iteration8_Loop_4-pieceTemplate, sat, 1, 6133, 2455, 4315, 15809, 1790
bsort100.t2.c_Iteration12_Loop_4-pieceTemplate, sat, 1, 539, 617, 795, 2276, 348
bsort100.t2.c_Iteration13_Loop_4-pieceTemplate, sat, 1, 539, 665, 829, 2384, 375
bubbleSort.t2.c_Iteration5_Loop_4-pieceTemplate, sat, 1, 509, 565, 769, 2144, 322
bubbleSort.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 509, 1299, 1717, 4254, 751
bubblesort_inner_loop.t2.c_Iteration1_Loop_3-pieceTemplate, sat, 1, 350, 319, 385, 1096, 181
bubblesort_inner_loop.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 563, 607, 791, 2199, 341
byron-1.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
byron-1.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
byron-2.t2.c_Iteration2_Loop_3-pieceTemplate, sat, 1, 767, 665, 891, 2046, 482
byron-2.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1225, 2514, 3462, 7539, 1528
byron-2.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 493, 712, 1071, 2457, 350
byron-3.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_3-pieceTemplate, unsat, 1, 383, 10145, 8368, 10884, 8643
collatz.t2.c_Iteration3_Lasso_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_6-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_7-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_3-pieceTemplate, unsat, 1, 305, 8474, 6625, 9681, 7356
collatz.t2.c_Iteration3_Loop_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_6-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_7-phaseTemplate, timeout, , , , , , 
consts1.t2.c_Iteration1_Lasso_4-pieceTemplate, sat, 1, 597, 704, 1260, 4435, 568
curious4.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
curious4.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
