name, result, bool var, arith var, conflict, decision, stage, learned added
IsoTriangle-Bottema6_1a, sat, , , , , , 
IsoTriangle-Bottema6_1b, timeout, , , , , , 
IsoTriangle-Bottema8_1a, timeout, , , , , , 
IsoTriangle-Bottema8_1b, sat, , , , , , 
IsoTriangle-Median_Perimeter_a1, sat, , , , , , 
IsoTriangle-Median_Perimeter_a2, timeout, , , , , , 
IsoTriangle-Perimeter_CircumRadius_a, sat, , , , , , 
IsoTriangle-Perimeter_CircumRadius_b, sat, , , , , , 
IsoTriangle-Perimeter_CircumRadius_c, timeout, , , , , , 
IsoTriangle-Perimeter_InRadius, sat, , , , , , 
KochanskiPiApproximation-RegDodecagon, timeout, , , , , , 
KochanskiPiApproximation, sat, , , , , , 
Odom-GoldenRatio-RegTriangle, sat, , , , , , 
OposicionsSecundariaCatalunya2018-2_4a, sat, , , , , , 
OposicionsSecundariaCatalunya2018-2_4b, timeout, , , , , , 
PythagoreanGeneralization_Triangle-aa+bb_cc, sat, , , , , , 
RegDecagon-Diagonal_Side, timeout, , , , , , 
RegHendecagon-Diagonal_Side, timeout, , , , , , 
RegHeptagon-Diagonal_Side, timeout, , , , , , 
RegHexagon-Diagonal_Side, sat, , , , , , 
RegHexagon-ProductDiagonals_CircumRadius, sat, , , , , , 
RegNonagon-Diagonal_Side, timeout, , , , , , 
RegOctagon-Diagonal_Side, timeout, , , , , , 
RegOctagon-ProductDiagonals_CircumRadius, timeout, , , , , , 
RegPentagon-Diagonal_Side, sat, , , , , , 
RightTriangle-Bottema11_20, sat, , , , , , 
RightTriangle-Bottema11_20a, sat, , , , , , 
RightTriangle-Bottema11_20b, sat, , , , , , 
RightTriangle-Bottema1_19a, sat, , , , , , 
RightTriangle-Bottema1_19b, sat, , , , , , 
RightTriangle-Bottema1_1a, sat, , , , , , 
RightTriangle-Bottema1_1b, sat, , , , , , 
RightTriangle-Bottema4_2a, sat, , , , , , 
RightTriangle-Bottema4_2b, sat, , , , , , 
RightTriangle-Bottema5_3a, sat, , , , , , 
RightTriangle-Bottema5_3b, sat, , , , , , 
RightTriangle-Bottema6_1a, sat, , , , , , 
RightTriangle-Bottema6_1b, sat, , , , , , 
RightTriangle-Bottema8_1a, sat, , , , , , 
RightTriangle-Bottema8_1b, timeout, , , , , , 
Square-Diagonal_Side, sat, , , , , , 
Triangle-2Sides_Medians_a, timeout, , , , , , 
Triangle-Area_Perimeter_a, sat, , , , , , 
Triangle-Bottema1_1, sat, , , , , , 
Triangle-Bottema1_12, sat, , , , , , 
Triangle-Bottema1_14, sat, , , , , , 
Triangle-Bottema1_15, timeout, , , , , , 
Triangle-Bottema1_17, sat, , , , , , 
Triangle-Bottema1_19, sat, , , , , , 
Triangle-Bottema1_2, sat, , , , , , 
Triangle-Bottema1_23, timeout, , , , , , 
Triangle-Bottema1_3, sat, , , , , , 
Triangle-Bottema1_4, sat, , , , , , 
Triangle-Bottema1_5, timeout, , , , , , 
Triangle-Bottema1_6, timeout, , , , , , 
Triangle-Bottema1_7, sat, , , , , , 
Triangle-Bottema1_8, sat, , , , , , 
Triangle-Bottema1_9, sat, , , , , , 
Triangle-Bottema5_3, timeout, , , , , , 
Triangle-Perimeter_2Medians_a, timeout, , , , , , 
Triangle-SymmHomPoly_3-2-1, sat, , , , , , 
Triangle-SymmHomPoly_3-2-2, sat, , , , , , 
Triangle-SymmHomPoly_3-2-3, sat, , , , , , 
Triangle-SymmHomPoly_3-3-1, sat, , , , , , 
TriangleInequality_Triangle-a+b_c, sat, , , , , , 
DDC_ProveIneq_ISSAC05_AmerMathMonthly10347LHSa, sat, , , , , , 
DDC_ProveIneq_ISSAC05_AmerMathMonthly10347LHSb, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Bessack_2_m1, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Bessack_3_m1, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Bessack_3_m2, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Bessack_4_m2, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Bessack_4_m3, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Bessack_5_m1, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Bessack_5_m2, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Bessack_5_m3, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_FibonacciPoly_a, sat, , , , , , 
DDC_ProveIneq_ISSAC05_FibonacciPoly_b, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_KnoppSchur_a, sat, , , , , , 
DDC_ProveIneq_ISSAC05_KnoppSchur_b, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_LevinLHS, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_LevinRHSa, timeout, , , , , , 
DDC_ProveIneq_ISSAC05_LevinRHSb, sat, , , , , , 
DDC_ProveIneq_ISSAC05_LevinRHSc, sat, , , , , , 
DDC_ProveIneq_ISSAC05_LevinRHSm, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Mitrinovic_7_31, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Mitrinovic_7_32, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Weierstrass_1_LHS, unsat, , , , , , 
DDC_ProveIneq_ISSAC05_Weierstrass_2_LHS, unsat, , , , , , 
DDC_ProveIneq_ISSAC10_ex1c, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex1d, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex1f, unsat, , , , , , 
DDC_ProveIneq_ISSAC10_ex3a, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex3d, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex4b, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex4c, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex4d, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex4e, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex4f, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex4g, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex4h, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex4i, sat, , , , , , 
DDC_ProveIneq_ISSAC10_ex4j, sat, , , , , , 
DDC_ProveIneq_JSC_SUMCracker_14a, timeout, , , , , , 
DDC_ProveIneq_JSC_SUMCracker_14c, timeout, , , , , , 
DDC_ProveIneq_JSC_SUMCracker_15, timeout, , , , , , 
DDC_ProveIneq_JSC_SUMCracker_20, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_3_27, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_3_29, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_3_31, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_4_1, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_4_14, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_4_19, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_4_22a, sat, , , , , , 
DDC_ProveIneq_Mitrinovic_4_29_2, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_4_3, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_4_30_2, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_4_4, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_8_4, unsat, , , , , , 
DDC_ProveIneq_Mitrinovic_8_8, unsat, , , , , , 
a.10.c.t2.c_Iteration2_Loop_4-pieceTemplate, sat, , , , , , 
a.10.c.t2.c_Iteration5_Loop_4-pieceTemplate, sat, , , , , , 
a.10.c.t2.c_Iteration6_Loop_4-pieceTemplate, sat, , , , , , 
a.10.c.t2.c_Iteration9_Loop_4-pieceTemplate, sat, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_3-pieceTemplate, unsat, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_4-pieceTemplate, unsat, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_5-phaseTemplate, unsat, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_6-phaseTemplate, unsat, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate, unsat, , , , , , 
agafp.t2.c_Iteration1_Lasso_3-pieceTemplate, unsat, , , , , , 
agafp.t2.c_Iteration1_Lasso_4-pieceTemplate, unsat, , , , , , 
agafp.t2.c_Iteration1_Lasso_5-phaseTemplate, unsat, , , , , , 
agafp.t2.c_Iteration1_Lasso_6-phaseTemplate, unsat, , , , , , 
agafp.t2.c_Iteration1_Lasso_7-phaseTemplate, unsat, , , , , , 
bf10.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
bf12.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
bf13.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
bf20.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
bf5.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
bf6.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
bitcount16.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
broydn.c.i.broydn.pl.t2.fixed.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
broydn.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
brp_withassume.t2.c_Iteration1_Loop_3-pieceTemplate, sat, , , , , , 
brp_withassume.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
brp_withassume.t2.c_Iteration8_Loop_2-pieceTemplate, sat, , , , , , 
brp_withassume.t2.c_Iteration8_Loop_3-pieceTemplate, timeout, , , , , , 
brp_withassume.t2.c_Iteration8_Loop_4-pieceTemplate, timeout, , , , , , 
bsort100.t2.c_Iteration12_Loop_4-pieceTemplate, sat, , , , , , 
bsort100.t2.c_Iteration13_Loop_4-pieceTemplate, sat, , , , , , 
bubbleSort.t2.c_Iteration5_Loop_4-pieceTemplate, sat, , , , , , 
bubbleSort.t2.c_Iteration6_Loop_4-pieceTemplate, sat, , , , , , 
bubblesort_inner_loop.t2.c_Iteration1_Loop_3-pieceTemplate, sat, , , , , , 
bubblesort_inner_loop.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
byron-1.t2.c_Iteration1_Loop_3-pieceTemplate, unsat, , , , , , 
byron-1.t2.c_Iteration1_Loop_4-pieceTemplate, unsat, , , , , , 
byron-2.t2.c_Iteration2_Loop_3-pieceTemplate, sat, , , , , , 
byron-2.t2.c_Iteration2_Loop_4-pieceTemplate, sat, , , , , , 
byron-2.t2.c_Iteration3_Loop_4-pieceTemplate, sat, , , , , , 
byron-3.t2.c_Iteration1_Loop_4-pieceTemplate, unsat, , , , , , 
collatz.t2.c_Iteration1_Loop_3-pieceTemplate, unsat, , , , , , 
collatz.t2.c_Iteration1_Loop_4-pieceTemplate, unsat, , , , , , 
collatz.t2.c_Iteration3_Lasso_3-pieceTemplate, unsat, , , , , , 
collatz.t2.c_Iteration3_Lasso_4-pieceTemplate, unsat, , , , , , 
collatz.t2.c_Iteration3_Lasso_6-phaseTemplate, unsat, , , , , , 
collatz.t2.c_Iteration3_Lasso_7-phaseTemplate, unsat, , , , , , 
collatz.t2.c_Iteration3_Loop_3-pieceTemplate, unsat, , , , , , 
collatz.t2.c_Iteration3_Loop_4-pieceTemplate, unsat, , , , , , 
collatz.t2.c_Iteration3_Loop_6-phaseTemplate, unsat, , , , , , 
collatz.t2.c_Iteration3_Loop_7-phaseTemplate, unsat, , , , , , 
consts1.t2.c_Iteration1_Lasso_4-pieceTemplate, sat, , , , , , 
curious4.t2.c_Iteration1_Lasso_3-pieceTemplate, unsat, , , , , , 
curious4.t2.c_Iteration1_Lasso_4-pieceTemplate, unsat, , , , , , 
db2.t2.c_Iteration3_Loop_4-pieceTemplate, sat, , , , , , 
db3.t2.c_Iteration2_Loop_4-pieceTemplate, sat, , , , , , 
disj_nightmare.t2.c_Iteration1_Lasso_2-pieceTemplate, sat, , , , , , 
disj_nightmare.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
disj_nightmare.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
disj_nightmare.t2.c_Iteration1_Loop_2-pieceTemplate, sat, , , , , , 
disj_nightmare.t2.c_Iteration1_Loop_3-pieceTemplate, sat, , , , , , 
disj_nightmare.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
dropbuf.t2.c_Iteration2_Loop_3-pieceTemplate, sat, , , , , , 
dropbuf.t2.c_Iteration2_Loop_4-pieceTemplate, sat, , , , , , 
dropbuf.t2.c_Iteration3_Loop_4-pieceTemplate, sat, , , , , , 
efegp.t2.c_Iteration1_Lasso_3-pieceTemplate, unsat, , , , , , 
efegp.t2.c_Iteration1_Lasso_4-lexTemplate, unsat, , , , , , 
efegp.t2.c_Iteration1_Lasso_4-pieceTemplate, unsat, , , , , , 
elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration2_Loop_4-pieceTemplate, sat, , , , , , 
elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration6_Loop_4-pieceTemplate, sat, , , , , , 
elmhes.t2.c_Iteration2_Loop_4-pieceTemplate, sat, , , , , , 
elmhes.t2.c_Iteration6_Loop_4-pieceTemplate, sat, , , , , , 
eric.t2.c_Iteration1_Lasso_2-pieceTemplate, sat, , , , , , 
eric.t2.c_Iteration1_Lasso_3-pieceTemplate, sat, , , , , , 
eric.t2.c_Iteration1_Lasso_4-pieceTemplate, sat, , , , , , 
eric.t2.c_Iteration1_Lasso_5-phaseTemplate, unsat, , , , , , 
eric.t2.c_Iteration1_Lasso_6-phaseTemplate, unsat, , , , , , 
eric.t2.c_Iteration1_Lasso_7-phaseTemplate, unsat, , , , , , 
eric.t2.c_Iteration1_Loop_2-pieceTemplate, unsat, , , , , , 
eric.t2.c_Iteration1_Loop_3-pieceTemplate, unsat, , , , , , 
eric.t2.c_Iteration1_Loop_4-pieceTemplate, unsat, , , , , , 
eric.t2.c_Iteration1_Loop_5-phaseTemplate, unsat, , , , , , 
eric.t2.c_Iteration1_Loop_6-phaseTemplate, unsat, , , , , , 
eric.t2.c_Iteration1_Loop_7-phaseTemplate, unsat, , , , , , 
eric2.t2.c_Iteration11_Loop_4-pieceTemplate, sat, , , , , , 
eric2.t2.c_Iteration1_Loop_4-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration2_Loop_3-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration2_Loop_4-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration3_Loop_4-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration3_Loop_7-phaseTemplate, sat, , , , , , 
eric2.t2.c_Iteration4_Loop_3-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration4_Loop_4-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration5_Loop_4-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration6_Loop_4-pieceTemplate, sat, , , , , , 
eric2.t2.c_Iteration7_Loop_3-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration7_Loop_4-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration8_Loop_3-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration8_Loop_4-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration9_Loop_3-pieceTemplate, unsat, , , , , , 
eric2.t2.c_Iteration9_Loop_4-pieceTemplate, unsat, , , , , , 
ex11.t2.c_Iteration1_Lasso_2-pieceTemplate, unsat, , , , , , 
ex11.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_4-lexTemplate, unsat, , , , , , 
ex11.t2.c_Iteration1_Lasso_4-phaseTemplate, unsat, , , , , , 
ex11.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_5-phaseTemplate, unsat, , , , , , 
ex11.t2.c_Iteration1_Lasso_6-phaseTemplate, unsat, , , , , , 
ex11.t2.c_Iteration1_Lasso_7-phaseTemplate, unsat, , , , , , 
ex12.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
ex14.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
ex18.t2.c_Iteration2_Loop_4-pieceTemplate, sat, , , , , , 
ex21.t2.c_Iteration1_Loop_3-pieceTemplate, sat, , , , , , 
ex21.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
ex21.t2.c_Iteration2_Loop_4-pieceTemplate, sat, , , , , , 
ex4.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
ex4.t2.c_Iteration2_Loop_3-pieceTemplate, sat, , , , , , 
ex4.t2.c_Iteration2_Loop_4-pieceTemplate, sat, , , , , , 
example.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
fibcall.t2.c_Iteration1_Loop_4-pieceTemplate, sat, , , , , , 
firewire.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
firewire.t2.c_Iteration1_Lasso_4-lexTemplate, sat, , , , , , 
firewire.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
firewire.t2.c_Iteration1_Lasso_5-phaseTemplate, sat, , , , , , 
firewire.t2.c_Iteration1_Lasso_6-nestedTemplate, sat, , , , , , 
firewire.t2.c_Iteration1_Lasso_6-phaseTemplate, sat, , , , , , 
firewire.t2.c_Iteration1_Lasso_7-nestedTemplate, sat, , , , , , 
firewire.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
