name, result, bool var, arith var, conflict, decision, stage, step
IsoTriangle-Bottema11_20b, sat, 1, 5, , , , 7
IsoTriangle-Bottema1_19a, sat, 1, 5, , , , 8
IsoTriangle-Bottema1_19b, sat, 1, 4, , , , 3
IsoTriangle-Bottema1_1a, sat, 1, 5, , , , 8
IsoTriangle-Bottema1_1b, sat, 1, 4, , , , 3
IsoTriangle-Bottema4_2a, sat, 1, 8, , , , 11903
IsoTriangle-Bottema4_2b, sat, 1, 5, , , , 12
IsoTriangle-Bottema5_3a, sat, 1, 8, , , , 35
IsoTriangle-Bottema5_3b, sat, 1, 7, , , , 19
IsoTriangle-Bottema6_1a, sat, 1, 9, , , , 8898
IsoTriangle-Bottema6_1b, timeout, , , , , , 
IsoTriangle-Bottema8_1a, sat, 1, 7, , , , 146
IsoTriangle-Bottema8_1b, sat, 1, 6, , , , 10
IsoTriangle-Median_Perimeter_a1, sat, 1, 6, , , , 10
IsoTriangle-Median_Perimeter_a2, sat, 1, 6, , , , 10
IsoTriangle-Perimeter_CircumRadius_a, sat, 1, 7, , , , 19
IsoTriangle-Perimeter_CircumRadius_b, sat, 1, 9, , , , 4542
IsoTriangle-Perimeter_CircumRadius_c, timeout, , , , , , 
IsoTriangle-Perimeter_InRadius, sat, 1, 10, , , , 7
KochanskiPiApproximation-RegDodecagon, timeout, , , , , , 
KochanskiPiApproximation, sat, 1, 5, , , , 15
Odom-GoldenRatio-RegTriangle, sat, 1, 6, , , , 6
OposicionsSecundariaCatalunya2018-2_4a, timeout, , , , , , 
OposicionsSecundariaCatalunya2018-2_4b, sat, 1, 11, , , , 225
PythagoreanGeneralization_Triangle-aa+bb_cc, sat, 1, 7, , , , 14
RegDecagon-Diagonal_Side, timeout, , , , , , 
RegHendecagon-Diagonal_Side, timeout, , , , , , 
RegHeptagon-Diagonal_Side, timeout, , , , , , 
RegHexagon-Diagonal_Side, sat, 1, 9, , , , 16
RegHexagon-ProductDiagonals_CircumRadius, sat, 1, 13, , , , 35
RegNonagon-Diagonal_Side, timeout, , , , , , 
RegOctagon-Diagonal_Side, timeout, , , , , , 
RegOctagon-ProductDiagonals_CircumRadius, timeout, , , , , , 
RegPentagon-Diagonal_Side, timeout, , , , , , 
RightTriangle-Bottema11_20, sat, 1, 6, , , , 9
RightTriangle-Bottema11_20a, sat, 1, 7, , , , 2951
RightTriangle-Bottema11_20b, sat, 1, 6, , , , 9
RightTriangle-Bottema1_19a, sat, 1, 6, , , , 314
RightTriangle-Bottema1_19b, sat, 1, 5, , , , 10
RightTriangle-Bottema1_1a, sat, 1, 6, , , , 314
RightTriangle-Bottema1_1b, sat, 1, 5, , , , 10
RightTriangle-Bottema4_2a, sat, 1, 6, , , , 273
RightTriangle-Bottema4_2b, sat, 1, 5, , , , 10
RightTriangle-Bottema5_3a, sat, 1, 8, , , , 7394
RightTriangle-Bottema5_3b, sat, 1, 7, , , , 32
RightTriangle-Bottema6_1a, sat, 1, 7, , , , 296
RightTriangle-Bottema6_1b, sat, 1, 8, , , , 1114
RightTriangle-Bottema8_1a, timeout, , , , , , 
RightTriangle-Bottema8_1b, sat, 1, 8, , , , 21
Square-Diagonal_Side, sat, 1, 3, , , , 2
Triangle-2Sides_Medians_a, sat, 1, 9, , , , 16
Triangle-Area_Perimeter_a, sat, 1, 8, , , , 21
Triangle-Bottema1_1, sat, 1, 7, , , , 14
Triangle-Bottema1_12, sat, 1, 7, , , , 8
Triangle-Bottema1_14, sat, 1, 7, , , , 15
Triangle-Bottema1_15, sat, 1, 7, , , , 14
Triangle-Bottema1_17, sat, 1, 7, , , , 14
Triangle-Bottema1_19, sat, 1, 7, , , , 14
Triangle-Bottema1_2, sat, 1, 7, , , , 14
Triangle-Bottema1_23, sat, 1, 7, , , , 15
Triangle-Bottema1_3, sat, 1, 7, , , , 15
Triangle-Bottema1_4, sat, 1, 7, , , , 14
Triangle-Bottema1_5, sat, 1, 7, , , , 8
Triangle-Bottema1_6, sat, 1, 7, , , , 15
Triangle-Bottema1_7, sat, 1, 7, , , , 26
Triangle-Bottema1_8, sat, 1, 7, , , , 14
Triangle-Bottema1_9, sat, 1, 7, , , , 14
Triangle-Bottema5_3, sat, 1, 10, , , , 16
Triangle-Perimeter_2Medians_a, sat, 1, 9, , , , 32
Triangle-SymmHomPoly_3-2-1, sat, 1, 7, , , , 14
Triangle-SymmHomPoly_3-2-2, sat, 1, 7, , , , 14
Triangle-SymmHomPoly_3-2-3, sat, 1, 7, , , , 15
Triangle-SymmHomPoly_3-3-1, sat, 1, 7, , , , 14
TriangleInequality_Triangle-a+b_c, sat, 1, 8, , , , 14
DDC_ProveIneq_ISSAC05_AmerMathMonthly10347LHSa, sat, 1, 2, , , , 2
DDC_ProveIneq_ISSAC05_FibonacciPoly_a, sat, 1, 4, , , , 2
DDC_ProveIneq_ISSAC05_KnoppSchur_a, sat, 1, 5, , , , 4
DDC_ProveIneq_ISSAC05_LevinRHSa, sat, 5, 3, , , , 8
DDC_ProveIneq_ISSAC05_LevinRHSb, sat, 7, 3, , , , 15
DDC_ProveIneq_ISSAC05_LevinRHSc, sat, 9, 3, , , , 16
DDC_ProveIneq_ISSAC10_ex1c, sat, 1, 4, , , , 2
DDC_ProveIneq_ISSAC10_ex1d, sat, 1, 4, , , , 3
DDC_ProveIneq_ISSAC10_ex3a, sat, 1, 2, , , , 3
DDC_ProveIneq_ISSAC10_ex3d, sat, 1, 2, , , , 3
DDC_ProveIneq_ISSAC10_ex4b, sat, 1, 3, , , , 2
DDC_ProveIneq_ISSAC10_ex4c, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4d, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4e, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4f, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4g, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4h, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4i, sat, 1, 3, , , , 3
DDC_ProveIneq_ISSAC10_ex4j, sat, 1, 3, , , , 3
DDC_ProveIneq_JSC_SUMCracker_14a, sat, 3, 5, , , , 11
DDC_ProveIneq_JSC_SUMCracker_14c, sat, 7, 5, , , , 8
DDC_ProveIneq_Mitrinovic_4_22a, sat, 1, 4, , , , 6
a.10.c.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1009, , , , 96090
a.10.c.t2.c_Iteration5_Loop_4-pieceTemplate, sat, 1, 1009, , , , 7848
a.10.c.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 1009, , , , 131651
a.10.c.t2.c_Iteration9_Loop_4-pieceTemplate, sat, 1, 1009, , , , 35414
afagp-fail.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_5-phaseTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
bf10.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 5912
bf12.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 28372
bf13.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 28372
bf20.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 5912
bf5.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 28372
bf6.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1167, , , , 28372
bitcount16.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1537, , , , 25116
broydn.c.i.broydn.pl.t2.fixed.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1695, , , , 78087
broydn.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1695, , , , 6521
brp_withassume.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
brp_withassume.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
brp_withassume.t2.c_Iteration8_Loop_2-pieceTemplate, sat, 1, 23901, , , , 14249
brp_withassume.t2.c_Iteration8_Loop_3-pieceTemplate, timeout, , , , , , 
brp_withassume.t2.c_Iteration8_Loop_4-pieceTemplate, timeout, , , , , , 
bsort100.t2.c_Iteration12_Loop_4-pieceTemplate, sat, 1, 1687, , , , 62508
bsort100.t2.c_Iteration13_Loop_4-pieceTemplate, sat, 1, 1687, , , , 13512
bubbleSort.t2.c_Iteration5_Loop_4-pieceTemplate, sat, 1, 1301, , , , 91760
bubbleSort.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 1301, , , , 20364
bubblesort_inner_loop.t2.c_Iteration1_Loop_3-pieceTemplate, sat, 1, 1127, , , , 2427
bubblesort_inner_loop.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1805, , , , 12533
byron-1.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
byron-2.t2.c_Iteration2_Loop_3-pieceTemplate, sat, 1, 2413, , , , 255065
byron-2.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 3881, , , , 101476
byron-2.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 1427, , , , 40305
byron-3.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_3-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_6-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_7-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_3-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_6-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_7-phaseTemplate, timeout, , , , , , 
consts1.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
curious4.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
curious4.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
db2.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 2399, , , , 7227
db3.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 2449, , , , 5354
disj_nightmare.t2.c_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
disj_nightmare.t2.c_Iteration1_Lasso_3-pieceTemplate, sat, 1, 7265, , , , 637651
disj_nightmare.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
disj_nightmare.t2.c_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
disj_nightmare.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
disj_nightmare.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
dropbuf.t2.c_Iteration2_Loop_3-pieceTemplate, sat, 1, 1463, , , , 14733
dropbuf.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 2341, , , , 4460
dropbuf.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 10721, , , , 43808
efegp.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
efegp.t2.c_Iteration1_Lasso_4-lexTemplate, timeout, , , , , , 
efegp.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1711, , , , 5835
elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 1017, , , , 7381
elmhes.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1711, , , , 3776
elmhes.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 1017, , , , 9046
eric.t2.c_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Lasso_5-phaseTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
eric.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration11_Loop_4-pieceTemplate, sat, 1, 1101, , , , 4983
eric2.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration2_Loop_3-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration2_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration3_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration3_Loop_7-phaseTemplate, sat, 1, 439, , , , 1002
eric2.t2.c_Iteration4_Loop_3-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration4_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration5_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 1101, , , , 55859
eric2.t2.c_Iteration7_Loop_3-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration7_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration8_Loop_3-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration8_Loop_4-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration9_Loop_3-pieceTemplate, timeout, , , , , , 
eric2.t2.c_Iteration9_Loop_4-pieceTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_5-phaseTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
ex11.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
ex12.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 441, , , , 3612
ex14.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 441, , , , 39965
ex18.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1017, , , , 28173
ex21.t2.c_Iteration1_Loop_3-pieceTemplate, sat, 1, 336, , , , 2729
ex21.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 533, , , , 8731
ex21.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 441, , , , 12304
ex4.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1679, , , , 14099
ex4.t2.c_Iteration2_Loop_3-pieceTemplate, sat, 1, 1055, , , , 3680
ex4.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1687, , , , 15121
example.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 1379, , , , 87535
fibcall.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 633, , , , 1157
firewire.t2.c_Iteration1_Lasso_3-pieceTemplate, sat, 1, 17135, , , , 201927
firewire.t2.c_Iteration1_Lasso_4-lexTemplate, sat, 1, 10504, , , , 64189
firewire.t2.c_Iteration1_Lasso_4-pieceTemplate, sat, 1, 27665, , , , 306218
firewire.t2.c_Iteration1_Lasso_5-phaseTemplate, sat, 1, 7998, , , , 51176
firewire.t2.c_Iteration1_Lasso_6-nestedTemplate, sat, 1, 9199, , , , 168597
firewire.t2.c_Iteration1_Lasso_6-phaseTemplate, sat, 1, 9364, , , , 47042
firewire.t2.c_Iteration1_Lasso_7-nestedTemplate, sat, 1, 10516, , , , 175252
firewire.t2.c_Iteration1_Lasso_7-phaseTemplate, sat, 1, 10738, , , , 19664
firewire.t2.c_Iteration3_Loop_3-pieceTemplate, sat, 1, 4240, , , , 26675
firewire.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 6811, , , , 62048
flipflop.t2.c_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
flipflop.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
flipflop.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
flipflop.t2.c_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
flipflop.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
flipflop.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
fuhs-inflasso.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 541, , , , 17346
fun4.t2.c_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
fun4.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
