name, result, bool var, arith var, conflict, decision, stage, learned added
11-reverse_folding-0-0, sat, 1429, 160, 477, 18558, 7342, 458
12-reverse_folding-0-0, sat, 865, 80, 19, 7, 181, 19
13-reverse_folding-0-0, sat, 1516, 160, 952, 1878, 11591, 927
14-reverse_folding-0-0, sat, 1472, 160, 77, 16, 2215, 77
15-reverse_folding-0-0, sat, 1288, 160, 77, 14, 2405, 77
16-reverse_folding-0-0, sat, 2439, 240, 1768, 73771, 38637, 1717
17-reverse_folding-0-0, timeout, , , , , , 
18-reverse_folding-0-0, sat, 1573, 160, 473, 10596, 9654, 463
19-reverse_folding-0-0, sat, 1346, 160, 383, 11692, 5736, 370
20-reverse_folding-0-0, timeout, , , , , , 
21-reverse_folding-0-0, timeout, , , , , , 
22-reverse_folding-0-0, timeout, , , , , , 
23-reverse_folding-0-0, sat, 2981, 240, 937, 65979, 27553, 914
24-reverse_folding-0-0, timeout, , , , , , 
25-reverse_folding-0-0, timeout, , , , , , 
26-reverse_folding-0-0, timeout, , , , , , 
27-reverse_folding-0-0, timeout, , , , , , 
28-reverse_folding-0-0, timeout, , , , , , 
29-reverse_folding-0-0, timeout, , , , , , 
30-reverse_folding-0-0, timeout, , , , , , 
31-reverse_folding-0-0, timeout, , , , , , 
32-reverse_folding-0-0, timeout, , , , , , 
33-reverse_folding-0-0, timeout, , , , , , 
34-reverse_folding-0-0, timeout, , , , , , 
35-reverse_folding-0-0, timeout, , , , , , 
36-reverse_folding-0-0, timeout, , , , , , 
37-reverse_folding-0-0, timeout, , , , , , 
38-reverse_folding-0-0, timeout, , , , , , 
39-reverse_folding-0-0, timeout, , , , , , 
40-reverse_folding-0-0, timeout, , , , , , 
41-reverse_folding-0-0, timeout, , , , , , 
42-reverse_folding-0-0, timeout, , , , , , 
43-reverse_folding-0-0, timeout, , , , , , 
44-reverse_folding-0-0, timeout, , , , , , 
45-reverse_folding-0-0, timeout, , , , , , 
46-reverse_folding-0-0, timeout, , , , , , 
47-reverse_folding-0-0, timeout, , , , , , 
48-reverse_folding-0-0, sat, 2399, 240, 1202, 31406, 20339, 1157
49-reverse_folding-0-0, sat, 2377, 280, 1833, 45268, 30583, 1749
50-reverse_folding-0-0, timeout, , , , , , 
EulerInequality_IsoTriangle-CircumRadius_InRadius, sat, 1, 6, 33, 18, 27, 33
IsoRightTriangle-Bottema11_20b, sat, 1, 4, 2, 1, 6, 2
IsoRightTriangle-Bottema1_12a, sat, 1, 4, 4, 1, 8, 4
IsoRightTriangle-Bottema1_12b, sat, 1, 4, 8, 5, 11, 8
IsoRightTriangle-Bottema1_14a, sat, 1, 4, 7, 3, 9, 7
IsoRightTriangle-Bottema1_14b, sat, 1, 4, 17, 7, 15, 17
IsoRightTriangle-Bottema1_15a, sat, 1, 4, 4, 2, 8, 4
IsoRightTriangle-Bottema1_15b, sat, 1, 4, 7, 4, 9, 7
IsoRightTriangle-Bottema1_17a, sat, 1, 4, 9, 4, 11, 9
IsoRightTriangle-Bottema1_17b, sat, 1, 4, 40, 14, 34, 40
IsoRightTriangle-Bottema1_19a, sat, 1, 4, 4, 2, 8, 4
IsoRightTriangle-Bottema1_19b, sat, 1, 3, 2, 2, 5, 2
IsoRightTriangle-Bottema1_1a, sat, 1, 3, 6, 5, 7, 6
IsoRightTriangle-Bottema1_1b, sat, 1, 3, 6, 5, 7, 6
IsoRightTriangle-Bottema1_23a, sat, 1, 4, 9, 3, 11, 9
IsoRightTriangle-Bottema1_23b, sat, 1, 4, 14, 7, 14, 14
IsoRightTriangle-Bottema1_2a, sat, 1, 4, 8, 3, 10, 8
IsoRightTriangle-Bottema1_2b, sat, 1, 4, 34, 12, 29, 34
IsoRightTriangle-Bottema1_3a, sat, 1, 4, 2, 1, 6, 2
IsoRightTriangle-Bottema1_3b, sat, 1, 4, 2, 1, 6, 2
IsoRightTriangle-Bottema1_4a, sat, 1, 4, 4, 1, 8, 4
IsoRightTriangle-Bottema1_4b, sat, 1, 4, 19, 6, 20, 19
IsoRightTriangle-Bottema1_5a, sat, 1, 4, 7, 3, 10, 7
IsoRightTriangle-Bottema1_5b, sat, 1, 4, 8, 4, 10, 8
IsoRightTriangle-Bottema1_6a, sat, 1, 4, 8, 3, 10, 8
IsoRightTriangle-Bottema1_6b, sat, 1, 4, 23, 8, 21, 23
IsoRightTriangle-Bottema1_7a, sat, 1, 4, 2, 1, 6, 2
IsoRightTriangle-Bottema1_7b, sat, 1, 4, 7, 2, 10, 7
IsoRightTriangle-Bottema1_8a, sat, 1, 4, 5, 2, 9, 5
IsoRightTriangle-Bottema1_8b, sat, 1, 4, 4, 2, 8, 4
IsoRightTriangle-Bottema1_9a, sat, 1, 4, 12, 4, 13, 12
IsoRightTriangle-Bottema1_9b, sat, 1, 4, 13, 6, 15, 13
IsoRightTriangle-Bottema4_2b, sat, 1, 4, 14, 6, 14, 14
IsoRightTriangle-Bottema5_3b, sat, 1, 3, 4, 2, 6, 4
IsoRightTriangle-Bottema6_1b, sat, 1, 4, 14, 6, 13, 14
IsoRightTriangle-Bottema8_1b, sat, 1, 5, 34, 12, 30, 34
IsoTriangle-Area_Perimeter_a, sat, 1, 4, 23, 16, 17, 23
IsoTriangle-Bottema11_20a, sat, 1, 4, 2, 1, 6, 2
IsoTriangle-Bottema11_20b, sat, 1, 2, , , 2, 
IsoTriangle-Bottema1_19a, sat, 1, 4, 5, 2, 9, 5
IsoTriangle-Bottema1_19b, sat, 1, 3, 2, 1, 5, 2
IsoTriangle-Bottema1_1a, sat, 1, 4, 11, 4, 12, 11
IsoTriangle-Bottema1_1b, sat, 1, 3, 3, 1, 6, 3
IsoTriangle-Bottema4_2a, timeout, , , , , , 
IsoTriangle-Bottema4_2b, sat, 1, 4, 23, 16, 17, 23
IsoTriangle-Bottema5_3a, sat, 1, 5, 10, 2, 15, 10
IsoTriangle-Bottema5_3b, sat, 1, 4, 7, 2, 10, 7
IsoTriangle-Bottema6_1a, sat, 1, 7, 195, 143, 94, 187
IsoTriangle-Bottema6_1b, sat, 1, 5, 23, 11, 24, 23
IsoTriangle-Bottema8_1a, sat, 1, 5, 105, 57, 60, 98
IsoTriangle-Bottema8_1b, sat, 1, 4, 26, 12, 22, 26
IsoTriangle-Median_Perimeter_a1, sat, 1, 4, 9, 5, 11, 9
IsoTriangle-Median_Perimeter_a2, sat, 1, 4, 25, 12, 21, 25
IsoTriangle-Perimeter_CircumRadius_a, sat, 1, 4, 7, 2, 10, 7
IsoTriangle-Perimeter_CircumRadius_b, sat, 1, 6, 124, 92, 75, 120
IsoTriangle-Perimeter_CircumRadius_c, timeout, , , , , , 
IsoTriangle-Perimeter_InRadius, sat, 1, 6, 1, 1, 7, 1
KochanskiPiApproximation-RegDodecagon, timeout, , , , , , 
KochanskiPiApproximation, sat, 1, 3, 11, 5, 11, 11
Odom-GoldenRatio-RegTriangle, sat, 1, 5, 4, 3, 7, 4
OposicionsSecundariaCatalunya2018-2_4a, sat, 1, 5, 8, , 13, 8
OposicionsSecundariaCatalunya2018-2_4b, timeout, , , , , , 
PythagoreanGeneralization_Triangle-aa+bb_cc, sat, 1, 5, 1, 1, 6, 1
RegDecagon-Diagonal_Side, sat, 1, 3, 2, , 5, 2
RegHendecagon-Diagonal_Side, timeout, , , , , , 
RegHeptagon-Diagonal_Side, sat, 1, 3, 4, 2, 7, 4
RegHexagon-Diagonal_Side, sat, 1, 3, 3, 2, 5, 3
RegHexagon-ProductDiagonals_CircumRadius, sat, 1, 7, 15, 4, 22, 15
RegNonagon-Diagonal_Side, sat, 1, 3, 2, , 5, 2
RegOctagon-Diagonal_Side, sat, 1, 3, 2, , 5, 2
RegOctagon-ProductDiagonals_CircumRadius, timeout, , , , , , 
RegPentagon-Diagonal_Side, sat, 1, 3, 8, 4, 9, 8
RightTriangle-Bottema11_20, sat, 1, 3, 5, 2, 7, 5
RightTriangle-Bottema11_20a, sat, 1, 4, 24, 6, 23, 21
RightTriangle-Bottema11_20b, sat, 1, 3, 5, 2, 7, 5
RightTriangle-Bottema1_19a, sat, 1, 5, 48, 21, 39, 48
RightTriangle-Bottema1_19b, sat, 1, 4, 12, 6, 15, 12
RightTriangle-Bottema1_1a, sat, 1, 5, 64, 35, 38, 63
RightTriangle-Bottema1_1b, sat, 1, 4, 14, 4, 16, 14
RightTriangle-Bottema4_2a, sat, 1, 5, 24, 7, 27, 23
RightTriangle-Bottema4_2b, sat, 1, 4, 32, 13, 28, 32
RightTriangle-Bottema5_3a, sat, 1, 5, 30, 6, 33, 30
RightTriangle-Bottema5_3b, sat, 1, 4, 12, 3, 14, 12
RightTriangle-Bottema6_1a, timeout, , , , , , 
RightTriangle-Bottema6_1b, sat, 1, 5, 20, 7, 21, 20
RightTriangle-Bottema8_1a, timeout, , , , , , 
RightTriangle-Bottema8_1b, timeout, , , , , , 
Square-Diagonal_Side, sat, 1, 2, 1, , 3, 1
Triangle-2Sides_Medians_a, timeout, , , , , , 
Triangle-Area_Perimeter_a, sat, 1, 7, 100, 60, 70, 98
Triangle-Bottema1_1, sat, 1, 6, 19, 8, 19, 19
Triangle-Bottema1_12, sat, 1, 6, 6, 2, 10, 6
Triangle-Bottema1_14, sat, 1, 6, 1, 1, 7, 1
Triangle-Bottema1_15, sat, 1, 6, 27, 11, 23, 27
Triangle-Bottema1_17, sat, 1, 6, 62, 40, 34, 56
Triangle-Bottema1_19, sat, 1, 6, 8, 2, 15, 8
Triangle-Bottema1_2, sat, 1, 6, 36, 21, 23, 35
Triangle-Bottema1_23, sat, 1, 6, 3, 1, 9, 3
Triangle-Bottema1_3, sat, 1, 6, 1, 1, 7, 1
Triangle-Bottema1_4, sat, 1, 6, 12, 2, 17, 12
Triangle-Bottema1_5, sat, 1, 6, 24, 13, 24, 24
Triangle-Bottema1_6, sat, 1, 6, 21, 5, 24, 21
Triangle-Bottema1_7, sat, 1, 6, 46, 29, 32, 46
Triangle-Bottema1_8, timeout, , , , , , 
Triangle-Bottema1_9, sat, 1, 6, 1, 1, 7, 1
Triangle-Bottema5_3, sat, 1, 7, 14, 3, 20, 14
Triangle-Perimeter_2Medians_a, timeout, , , , , , 
Triangle-SymmHomPoly_3-2-1, sat, 1, 6, 65, 38, 40, 65
Triangle-SymmHomPoly_3-2-2, sat, 1, 6, 19, 8, 19, 19
Triangle-SymmHomPoly_3-2-3, sat, 1, 6, 1, 1, 7, 1
Triangle-SymmHomPoly_3-3-1, sat, 1, 6, 65, 43, 41, 63
TriangleInequality_Triangle-a+b_c, sat, 1, 5, 6, , 11, 6
DDC_ProveIneq_ISSAC05_AmerMathMonthly10347LHSa, sat, 1, 2, , , 2, 
DDC_ProveIneq_ISSAC05_AmerMathMonthly10347LHSb, unsat, 1, 2, 4, , 4, 3
DDC_ProveIneq_ISSAC05_Bessack_2_m1, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_3_m1, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_3_m2, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_4_m2, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_4_m3, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_5_m1, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_5_m2, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_Bessack_5_m3, unsat, 1, 3, 3, , 3, 2
DDC_ProveIneq_ISSAC05_FibonacciPoly_a, sat, 1, 4, , 1, 4, 
DDC_ProveIneq_ISSAC05_FibonacciPoly_b, unsat, 1, 4, 17, 3, 17, 16
DDC_ProveIneq_ISSAC05_KnoppSchur_a, sat, 1, 5, 4, 3, 8, 4
DDC_ProveIneq_ISSAC05_KnoppSchur_b, unsat, 1, 5, 4, 1, 6, 3
DDC_ProveIneq_ISSAC05_LevinLHS, unsat, 1, 3, 15, 3, 12, 14
DDC_ProveIneq_ISSAC05_LevinRHSa, sat, 5, 3, 5, 6, 5, 5
DDC_ProveIneq_ISSAC05_LevinRHSb, sat, 7, 3, , 4, 3, 
DDC_ProveIneq_ISSAC05_LevinRHSc, sat, 11, 3, , 6, 3, 
DDC_ProveIneq_ISSAC05_LevinRHSm, unsat, 1, 3, 11, 1, 10, 10
DDC_ProveIneq_ISSAC05_Mitrinovic_7_31, unsat, 1, 4, 4, , 4, 3
DDC_ProveIneq_ISSAC05_Mitrinovic_7_32, unsat, 1, 4, 4, , 4, 3
DDC_ProveIneq_ISSAC05_Weierstrass_1_LHS, unsat, 1, 4, 3, , 4, 2
DDC_ProveIneq_ISSAC05_Weierstrass_2_LHS, unsat, 1, 4, 3, , 4, 2
DDC_ProveIneq_ISSAC10_ex1c, sat, 1, 4, 1, , 5, 1
DDC_ProveIneq_ISSAC10_ex1d, sat, 1, 4, 1, , 5, 1
DDC_ProveIneq_ISSAC10_ex1f, timeout, , , , , , 
DDC_ProveIneq_ISSAC10_ex3a, sat, 1, 2, 1, 1, 2, 1
DDC_ProveIneq_ISSAC10_ex3d, sat, 1, 2, 3, 4, 2, 3
DDC_ProveIneq_ISSAC10_ex4b, sat, 1, 3, 1, 1, 4, 1
DDC_ProveIneq_ISSAC10_ex4c, sat, 1, 3, 2, 1, 5, 2
DDC_ProveIneq_ISSAC10_ex4d, sat, 1, 3, 3, 2, 6, 3
DDC_ProveIneq_ISSAC10_ex4e, sat, 1, 3, 3, 3, 6, 3
DDC_ProveIneq_ISSAC10_ex4f, sat, 1, 3, 3, 4, 6, 3
DDC_ProveIneq_ISSAC10_ex4g, sat, 1, 3, 3, 5, 6, 3
DDC_ProveIneq_ISSAC10_ex4h, sat, 1, 3, 3, 6, 6, 3
DDC_ProveIneq_ISSAC10_ex4i, sat, 1, 3, 3, 7, 6, 3
DDC_ProveIneq_ISSAC10_ex4j, sat, 1, 3, 3, 8, 6, 3
DDC_ProveIneq_JSC_SUMCracker_14a, sat, 3, 5, 5, 3, 10, 5
DDC_ProveIneq_JSC_SUMCracker_14c, sat, 7, 5, 117, 32, 124, 117
DDC_ProveIneq_JSC_SUMCracker_15, unsat, 1, 5, 37, 8, 30, 36
DDC_ProveIneq_JSC_SUMCracker_20, unsat, 1, 5, 115, 21, 107, 114
DDC_ProveIneq_Mitrinovic_3_27, unsat, 5, 6, 32, 13, 22, 29
DDC_ProveIneq_Mitrinovic_3_29, unsat, 2, 3, 12, 4, 7, 10
DDC_ProveIneq_Mitrinovic_3_31, unsat, 3, 3, 8, 3, 5, 6
DDC_ProveIneq_Mitrinovic_4_1, unsat, 1, 5, 8, 3, 7, 7
DDC_ProveIneq_Mitrinovic_4_14, unsat, 1, 3, 6, 1, 5, 5
DDC_ProveIneq_Mitrinovic_4_19, unsat, 1, 4, 3, , 4, 2
DDC_ProveIneq_Mitrinovic_4_22a, sat, 1, 4, , 1, 4, 
DDC_ProveIneq_Mitrinovic_4_29_2, unsat, 1, 2, 2, , 2, 1
DDC_ProveIneq_Mitrinovic_4_3, unsat, 3, 3, 7, 1, 8, 5
DDC_ProveIneq_Mitrinovic_4_30_2, unsat, 1, 3, 63, 34, 29, 62
DDC_ProveIneq_Mitrinovic_4_4, unsat, 3, 3, 7, 1, 8, 5
DDC_ProveIneq_Mitrinovic_8_4, unsat, 1, 6, 57, 12, 48, 56
DDC_ProveIneq_Mitrinovic_8_8, unsat, 1, 5, 26, 6, 21, 25
a.10.c.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 385, 1426, 2552, 5670, 482
a.10.c.t2.c_Iteration5_Loop_4-pieceTemplate, sat, 1, 390, 1412, 2487, 5459, 470
a.10.c.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 380, 1426, 2552, 5652, 482
a.10.c.t2.c_Iteration9_Loop_4-pieceTemplate, sat, 1, 380, 1582, 2776, 6085, 523
afagp-fail.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
afagp-fail.t2.c_Iteration1_Lasso_5-phaseTemplate, unsat, 1, 260, 1631, 1708, 4027, 1257
afagp-fail.t2.c_Iteration1_Lasso_6-phaseTemplate, unsat, 1, 314, 3088, 3407, 6606, 2625
afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
agafp.t2.c_Iteration1_Lasso_5-phaseTemplate, unsat, 1, 90, 1493, 1082, 1840, 1145
agafp.t2.c_Iteration1_Lasso_6-phaseTemplate, unsat, 1, 110, 2846, 1949, 3102, 2243
agafp.t2.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
bf10.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 1110, 1581, 3545, 566
bf12.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 1123, 1989, 4292, 485
bf13.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 1123, 1989, 4292, 485
bf20.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 1110, 1581, 3545, 566
bf5.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 1123, 1989, 4292, 485
bf6.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 459, 1123, 1989, 4292, 485
bitcount16.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 535, 678, 902, 2684, 376
broydn.c.i.broydn.pl.t2.fixed.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 557, 1174, 1682, 4611, 576
broydn.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 557, 1174, 1682, 4594, 576
brp_withassume.t2.c_Iteration1_Loop_3-pieceTemplate, sat, 1, 3367, 13630, 25716, 42709, 11127
brp_withassume.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
brp_withassume.t2.c_Iteration8_Loop_2-pieceTemplate, sat, 1, 1949, 4829, 8849, 17086, 3525
brp_withassume.t2.c_Iteration8_Loop_3-pieceTemplate, sat, 1, 3741, 10744, 21692, 41075, 7354
brp_withassume.t2.c_Iteration8_Loop_4-pieceTemplate, sat, 1, 6133, 38225, 79684, 119591, 30617
bsort100.t2.c_Iteration12_Loop_4-pieceTemplate, sat, 1, 539, 720, 916, 2887, 406
bsort100.t2.c_Iteration13_Loop_4-pieceTemplate, sat, 1, 539, 5096, 8623, 13456, 4431
bubbleSort.t2.c_Iteration5_Loop_4-pieceTemplate, sat, 1, 509, 1586, 2308, 6209, 753
bubbleSort.t2.c_Iteration6_Loop_4-pieceTemplate, sat, 1, 509, 1082, 1618, 4585, 569
bubblesort_inner_loop.t2.c_Iteration1_Loop_3-pieceTemplate, sat, 1, 350, 446, 550, 1689, 244
bubblesort_inner_loop.t2.c_Iteration1_Loop_4-pieceTemplate, sat, 1, 563, 680, 900, 2851, 378
byron-1.t2.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
byron-1.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
byron-2.t2.c_Iteration2_Loop_3-pieceTemplate, sat, 1, 767, 5966, 10492, 15890, 5283
byron-2.t2.c_Iteration2_Loop_4-pieceTemplate, sat, 1, 1225, 6606, 10754, 21159, 2695
byron-2.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 493, 2604, 4962, 8744, 724
byron-3.t2.c_Iteration1_Loop_4-pieceTemplate, unsat, 1, 205, 10853, 10024, 10497, 9196
collatz.t2.c_Iteration1_Loop_3-pieceTemplate, unsat, 1, 356, 11952, 12149, 13241, 10346
collatz.t2.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Lasso_3-pieceTemplate, unsat, 1, 383, 5617, 4040, 9333, 4172
collatz.t2.c_Iteration3_Lasso_4-pieceTemplate, unsat, 1, 609, 26438, 20318, 36197, 19912
collatz.t2.c_Iteration3_Lasso_6-phaseTemplate, unsat, 1, 266, 3985, 3329, 3725, 3063
collatz.t2.c_Iteration3_Lasso_7-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_3-pieceTemplate, unsat, 1, 305, 5059, 3938, 6597, 3976
collatz.t2.c_Iteration3_Loop_4-pieceTemplate, unsat, 1, 483, 16738, 14832, 24638, 13920
collatz.t2.c_Iteration3_Loop_6-phaseTemplate, timeout, , , , , , 
collatz.t2.c_Iteration3_Loop_7-phaseTemplate, timeout, , , , , , 
consts1.t2.c_Iteration1_Lasso_4-pieceTemplate, sat, 1, 597, 5689, 9654, 16178, 4810
curious4.t2.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
curious4.t2.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
db2.t2.c_Iteration3_Loop_4-pieceTemplate, sat, 1, 812, 1497, 2141, 19559, 701
